ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
21,Dog,Jodichester,Leg,900,28,2023-08-13T00:00:00Z,Roger Stephens,steelejulian@example.net,5098210932647,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,Entregado,Producto defectuoso,30
19,Factor,East Leah,Tv,2500,17,2023-03-22T00:00:00Z,Susan Harvey,paul49@example.net,848-723-3346,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,Entregado,Producto defectuoso,4
27,Administration,New Reginaldmouth,Movement,1500,16,2023-06-06T00:00:00Z,adam Mueller,paul49@example.net,8572628794,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",efectivo,Entregado,Producto defectuoso,43
12,Up,South Thomas,Step,300,10,2023-08-13T00:00:00Z,Andrew Mitchell,wwilson@example.org,2805046212,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",tarjeta,Entregado,Sin comentario,18
5,Dog,Port Alexachester,At,2600,22,2023-09-01T00:00:00Z,Samantha Hodges,brianboyd@example.org,369.774.6572x373,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,Entregado,Sin comentario,25
30,Factor,Valerietown,Increase,900,22,2023-09-13T00:00:00Z,Samantha?hodges,sandersbeth@example.org,848-723-3346,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,En camino,Sin comentario,39
17,Wait,Nguyenshire,Still,700,2,2023-09-01T00:00:00Z,David Norton,lharmon@example.net,557.193.8141,"0827 Jill Cape Suite 299 Angieport, DC 15542",efectivo,Entregado,Producto defectuoso,83
1,Professor,North Thomastown,Group,1100,24,2023-06-28T00:00:00Z,Benjamin Chan,sandersbeth@example.org,372.568.4886x317,"7474 Sean Pine Frazierchester, OK 57469",efectivo,Entregado,Sin comentario,14
24,If,South Timothyberg,Forward,600,24,2023-09-01T00:00:00Z,Lisa Stafford,estesjon@example.org,001-236-332-5014x39284,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",efectivo,Entregado,Producto defectuoso,97
26,Focus,Nguyenshire,Forward,2500,29,2023-04-14T00:00:00Z,Mark Mays,paul49@example.net,2805046212,USS Fuller FPO AA 30334,efectivo,Entregado,Producto defectuoso,28
26,Create,East Janicemouth,Finish,700,27,2023-03-13T00:00:00Z,Larry Welch,matthew29@example.com,001419330387387349,"7474 Sean Pine Frazierchester, OK 57469",efectivo,Entregado,Producto defectuoso,97
27,Wait,East Brittany,Leader,900,10,2023-08-17T00:00:00Z,michelle Mitchell,ydavid@example.com,8572628794,"50604 Anthony Villages New William, ME 95446",tarjeta,Entregado,Producto defectuoso,87
3,Kitchen,East Brittany,Leg,1100,27,2023-10-15T00:00:00Z,Cynthia Hayes,matthew29@example.com,5098210932647,"664 Berger RapidSouth Suzanne, WV 68526",tarjeta,Entregado,Producto defectuoso,25
22,Strategy,Valerietown,North,2800,28,2023-03-14T00:00:00Z,samantha Hodges,eric24@example.com,001-890-231-3672x1535,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Producto defectuoso,14
21,Involve,Milesburgh,Grow,2800,7,2023-11-20T00:00:00Z,Angela Taylor.,wliu@example.net,001-236-332-5014x39284,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Producto defectuoso,19
18,Wait,Jodichester,Individual,700,11,2023-03-22T00:00:00Z,andrew Mitchell,lharmon@example.net,1753175834,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Sin comentario,25
26,Owner,Valerietown,Leg,200,16,2023-03-13T00:00:00Z,Larry Welch,estesjon@example.org,8708608083698,"9978 Kenneth Plaza Suite 069 Monicafurt, NM 39529",tarjeta,En camino,Producto defectuoso,30
5,Present,Susanton,Spring,2500,17,2023-05-06T00:00:00Z,.Kelsey Lopez,estesjon@example.org,475336070987999,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,En camino,Sin comentario,39
10,Professor,East Josephland,Set,1100,16,2023-05-05T00:00:00Z,Mark Mays,wliu@example.net,001419330387387349,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,18
19,Education,North Jasmine,Rich,200,9,2023-05-06T00:00:00Z,Kelsey Lopez,matthew29@example.com,475336070987999,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,21
20,If,Jessechester,Movement,1100,14,2023-09-01T00:00:00Z,Jessica Davis,powersjimmy@example.org,557.193.8141,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,Entregado,Producto defectuoso,39
8,Trade,Trujillofort,Forward,200,22,2023-03-14T00:00:00Z,Alan Bird,eric87@example.org,2805046212,"93043 Kiara Crossroad Port Amandachester, WI 16919",efectivo,En camino,Sin comentario,72
22,Staff,Jessechester,Rich,1600,27,2023-07-15T00:00:00Z,Alan Bird,parkerandrew@example.org,110559261937727,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Producto defectuoso,74
23,Six,Kevinton,Rich,1500,15,2022-12-04T00:00:00Z,Mark Mays,david09@example.com,848-723-3346,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",tarjeta,Entregado,Producto defectuoso,74
17,Wait,East Jonathan,Finish,900,24,2023-09-23T00:00:00Z,Carla Orozco,vhill@example.org,6128211834900,"493 Cameron Ramp Veronicatown, MI 81010",tarjeta,En camino,Producto defectuoso,25
19,Involve,Jessechester,Finish,2100,30,2023-01-04T00:00:00Z,Sharon Lowe,wliu@example.net,6864990991,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,Entregado,Producto defectuoso,55
24,Base,Valerietown,Budget,2600,22,2023-03-13T00:00:00Z,Carla Orozco,parkerandrew@example.org,3143257035737,"37970 Hudson Falls Downshaven, PA 58533",tarjeta,Entregado,Producto defectuoso,54
1,Food,North Jasmine,Still,1100,8,2023-09-01T00:00:00Z,Lisa!stafford,ydavid@example.com,2805046212,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,En camino,Producto defectuoso,28
15,Owner,North Brittney,Finish,1100,22,2023-09-23T00:00:00Z,Andrew Mitchell,walkerraven@example.net,8572628794,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,Entregado,Sin comentario,24
20,Strategy,Trujillofort,Individual,2300,7,2023-05-06T00:00:00Z,Daniel Garcia,parkerandrew@example.org,001-890-231-3672x1535,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Producto defectuoso,25
18,Under,Courtneymouth,Industry,800,25,2023-07-10T00:00:00Z,Juan Manning,briangonzales@example.net,339100428204920,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,Entregado,Producto defectuoso,42
8,Just,South Timothyberg,Member,2500,24,2022-12-04T00:00:00Z,Sharon Lowe,eric24@example.com,2805046212,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,Entregado,Producto defectuoso,49
8,Focus,Kevinton,Grow,700,21,2023-07-15T00:00:00Z,Samantha Hodges,karaware@example.net,0013389556200,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",efectivo,En camino,Sin comentario,25
25,Kitchen,Vasquezborough,Spring,2400,17,2023-06-06T00:00:00Z,Lisa Stafford,vhill@example.org,339100428204920,"493 Cameron Ramp Veronicatown, MI 81010",efectivo,Entregado,Sin comentario,24
18,Six,South Timothyberg,Individual,2600,11,2023-03-22T00:00:00Z,Angela Taylor,powersjimmy@example.org,2805046212,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,En camino,Sin comentario,38
4,Food,Valerietown,Popular,2100,11,2023-04-14T00:00:00Z,Crystal Chambers,vhill@example.org,848-723-3346,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",efectivo,Entregado,Sin comentario,98
14,Professor,North Thomastown,North,2600,21,2023-07-15T00:00:00Z,Alan Bird,eric87@example.org,(101)988-9703x8562,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",efectivo,Entregado,Producto defectuoso,39
2,Present,Larrychester,Group,2500,25,2023-06-17T00:00:00Z,Sharon Lowe,lweaver@example.org,641-800-6599x2234,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",tarjeta,Entregado,Producto defectuoso,98
25,Involve,South Thomas,Exist,300,8,2023-10-15T00:00:00Z,juan Manning,krystalmcdaniel@example.org,001-236-332-5014x39284,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Sin comentario,55
18,Just,North Brittney,Exist,2100,18,2023-02-09T00:00:00Z,Cynthia Hayes,cwilliams@example.com,8572628794,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",tarjeta,Entregado,Producto defectuoso,98
26,Education,Briannaport,Individual,2400,7,2023-05-05T00:00:00Z,Samantha Hodges,paul02@example.com,001-890-231-3672x1535,"664 Berger RapidSouth Suzanne, WV 68526",tarjeta,Entregado,Producto defectuoso,42
12,Home,East Josephland,Popular,200,11,2023-06-06T00:00:00Z,David Scott,brianboyd@example.org,6864990991,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,En camino,Producto defectuoso,12
24,Home,Vasquezborough,Spring,900,21,2023-02-09T00:00:00Z,Jennifer Holmes.,ydavid@example.com,(101)988-9703x8562,"493 Cameron Ramp Veronicatown, MI 81010",efectivo,Entregado,Producto defectuoso,12
8,Education,Jodichester,Spring,800,16,2023-07-10T00:00:00Z,Mark Mays,walkerraven@example.net,372.568.4886x317,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,En camino,Producto defectuoso,19
27,Door,Valerietown,Grow,1500,17,2023-07-10T00:00:00Z,mark Mays,paul49@example.net,110559261937727,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",efectivo,Entregado,Producto defectuoso,25
29,Dog,Courtneymouth,Job,1500,28,2023-07-15T00:00:00Z,Kelsey Lopez,brianboyd@example.org,369.774.6572x373,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",tarjeta,Entregado,Sin comentario,39
28,Create,West Charles,Spring,600,25,2023-09-01T00:00:00Z,mark Mays,eric24@example.com,339100428204920,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,Entregado,Producto defectuoso,88
5,Owner,South Timothyberg,Group,700,22,2023-02-09T00:00:00Z,Dr. Monica Woods,wliu@example.net,369.774.6572x373,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,Entregado,Sin comentario,42
12,Six,Andrewside,Step,200,11,2023-05-05T00:00:00Z,Susan Harvey,vhill@example.org,0013389556200,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,Entregado,Producto defectuoso,14
29,Choice,Port Alexachester,Still,2100,14,2023-03-14T00:00:00Z,Jessica Davis,paul02@example.com,3143257035737,"493 Cameron Ramp Veronicatown, MI 81010",tarjeta,Entregado,Producto defectuoso,97
20,Owner,Trujillofort,North,2500,12,2023-01-04T00:00:00Z,Carla Orozco,paul49@example.net,557.193.8141,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",tarjeta,Entregado,Sin comentario,43
21,Professor,Kevinton,Still,300,12,2023-03-13T00:00:00Z,Angela Taylor,rdaugherty@example.net,(101)988-9703x8562,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",tarjeta,Entregado,Sin comentario,12
12,Home,South Thomas,Whom,3000,15,2023-11-20T00:00:00Z,Jessica Davis,matthew29@example.com,369.774.6572x373,"37970 Hudson Falls Downshaven, PA 58533",efectivo,En camino,Sin comentario,83
8,Trade,North Thomastown,North,2500,27,2023-01-18T00:00:00Z,Susan Harvey,paul49@example.net,475336070987999,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,En camino,Producto defectuoso,18
8,Door,Courtneymouth,Group,200,16,2023-01-18T00:00:00Z,Lisa Stafford,edward94@example.org,372.568.4886x317,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",efectivo,En camino,Producto defectuoso,55
18,Strategy,Port Kelly,Movement,1100,23,2023-09-13T00:00:00Z,Brittney Guerra,estesjon@example.org,8708608083698,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,En camino,Producto defectuoso,43
25,Home,East Jonathan,Leg,2100,11,2023-01-18T00:00:00Z,Karl Cardenas,eric87@example.org,001-890-231-3672x1535,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,Entregado,Sin comentario,97
24,Owner,East Jonathan,Spring,900,23,2023-01-04T00:00:00Z,Kelsey Lopez,wwilson@example.org,641-800-6599x2234,"0827 Jill Cape Suite 299 Angieport, DC 15542",tarjeta,Entregado,Producto defectuoso,54
28,Dog,East Jonathan,Whom,700,30,2023-05-06T00:00:00Z,Sharon Lowe,walkerraven@example.net,001594337542187814,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,En camino,Sin comentario,28
14,Six,Port Kelly,Job,1500,22,2023-10-15T00:00:00Z,.Susan Harvey,harperdanielle@example.net,339100428204920,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,En camino,Sin comentario,19
12,Present,East Janicemouth,Grow,200,14,2023-03-22T00:00:00Z,.Charles Williams,lharmon@example.net,6864990991,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",efectivo,Entregado,Sin comentario,43
17,If,Jessechester,Letter,2600,21,2023-08-27T00:00:00Z,karl Cardenas,krystalmcdaniel@example.org,0013389556200,"29340 Murphy Parkway North Robert, KS 42070",efectivo,Entregado,Producto defectuoso,88
19,Professor,Lindaport,Individual,2500,13,2023-02-09T00:00:00Z,juan Manning,karaware@example.net,621875126511205,"233 Peterson Canyon Tranmouth, ND 40770",tarjeta,En camino,Sin comentario,87
30,Operation,South Timothyberg,Tv,1300,7,2023-03-13T00:00:00Z,Cynthia Hayes,edward94@example.org,2661673098,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,Entregado,Producto defectuoso,54
13,Professor,South Thomas,Whom,1500,21,2023-07-25T00:00:00Z,Dr. Monica Woods,hornebeth@example.com,641-800-6599x2234,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",efectivo,Entregado,Producto defectuoso,4
16,Just,East Josephland,Grow,300,11,2023-01-04T00:00:00Z,Jennifer Holmes,briangonzales@example.net,475336070987999,"18235 Carl Garden Apt. 025 Lake Miranda, LA 16737",tarjeta,Entregado,Producto defectuoso,54
6,Song,Port Kelly,Finish,1300,7,2023-01-04T00:00:00Z,Andrew Mitchell,rdaugherty@example.net,525-194-7529,USS Fuller FPO AA 30334,tarjeta,Entregado,Producto defectuoso,83
8,Trade,Port Alexachester,Much,300,22,2023-02-09T00:00:00Z,Alan Bird,paul02@example.com,4914742586,"29340 Murphy Parkway North Robert, KS 42070",tarjeta,Entregado,Producto defectuoso,39
17,Door,Lindaport,Industry,2100,29,2023-01-04T00:00:00Z,Alan Bird,parkerandrew@example.org,621875126511205,"29340 Murphy Parkway North Robert, KS 42070",efectivo,En camino,Producto defectuoso,24
29,Owner,South Thomas,Leader,200,15,2023-07-10T00:00:00Z,Brittney*guerra,cwilliams@example.com,(101)988-9703x8562,"PSC 2182, Box 8243 APO AP 79039",tarjeta,En camino,Sin comentario,25
18,Firm,East Janicemouth,Rich,2600,12,2023-08-27T00:00:00Z,Daniel Garcia,rdaugherty@example.net,001-557-543-1910,"37970 Hudson Falls Downshaven, PA 58533",efectivo,Entregado,Producto defectuoso,42
12,Wait,Briannaport,Whom,900,11,2023-10-15T00:00:00Z,David Scott,rdaugherty@example.net,641-800-6599x2234,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",tarjeta,Entregado,Producto defectuoso,78
1,Door,Port Alexachester,Grow,700,23,2023-06-06T00:00:00Z,Roger Stephens,ydavid@example.com,0013389556200,"30768 Louis Mill Lake Carmen, LA 47934",tarjeta,Entregado,Producto defectuoso,21
14,Staff,Valerietown,Step,700,21,2023-09-13T00:00:00Z,Andrew Mitchell,krystalmcdaniel@example.org,6304696433,"507 Johnson Port Banksshire, AK 72140",tarjeta,Entregado,Producto defectuoso,78
10,Dog,Vasquezborough,North,300,10,2023-07-15T00:00:00Z,Charles Williams,eric24@example.com,001-890-231-3672x1535,"30768 Louis Mill Lake Carmen, LA 47934",efectivo,Entregado,Producto defectuoso,28
11,Under,North Brittney,Pay,900,22,2023-05-05T00:00:00Z,Robert Bryant,cwilliams@example.com,001-557-543-1910,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,Entregado,Sin comentario,19
8,Professor,Port Alexachester,Increase,2500,11,2023-03-13T00:00:00Z,Alan Bird,edward94@example.org,339100428204920,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",efectivo,Entregado,Sin comentario,19
6,If,East Josephland,Popular,1100,8,2023-09-01T00:00:00Z,Kelsey Lopez,parkerandrew@example.org,3143257035737,"403 Ashley Mountains Apt. 918 Nicholasberg, MI 72538",efectivo,Entregado,Producto defectuoso,88
8,Under,Susanton,Finish,200,22,2023-11-20T00:00:00Z,sean Mitchell,rdaugherty@example.net,001-236-332-5014x39284,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",efectivo,Entregado,Producto defectuoso,74
28,Food,Jodichester,At,700,23,2023-06-17T00:00:00Z,carla Orozco,vhill@example.org,2805046212,"93043 Kiara Crossroad Port Amandachester, WI 16919",tarjeta,En camino,Producto defectuoso,78
16,Home,Jessechester,Matter,2300,14,2023-05-06T00:00:00Z,Kelsey!lopez,sandersbeth@example.org,001419330387387349,"11613 Miller Ridges Suite 186 East Nicholas, MN 69937",efectivo,En camino,Producto defectuoso,19
9,Education,Andrewside,Budget,2500,27,2022-12-04T00:00:00Z,Kelsey!lopez,paul49@example.net,0013389556200,"7474 Sean Pine Frazierchester, OK 57469",tarjeta,Entregado,Sin comentario,25
4,Staff,East Brittany,Pay,700,11,2023-06-06T00:00:00Z,Jessica Davis,paul49@example.net,5098210932647,"37970 Hudson Falls Downshaven, PA 58533",efectivo,Entregado,Producto defectuoso,42
22,Dog,South Timothyberg,North,800,26,2023-06-06T00:00:00Z,Mark Mays.,paul49@example.net,621875126511205,"22214 Janet Plaza Suite 903 West Christopherside, DC 40075",efectivo,En camino,Sin comentario,24
17,If,Port Alexachester,Individual,200,21,2023-07-08T00:00:00Z,Lisa Stafford,ydavid@example.com,3143257035737,"664 Berger RapidSouth Suzanne, WV 68526",efectivo,En camino,Producto defectuoso,74
13,Six,East Jonathan,Grow,2300,22,2023-11-20T00:00:00Z,Dr. Monica Woods,cwilliams@example.com,525-194-7529,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",tarjeta,En camino,Sin comentario,42
28,Administration,Courtneymouth,Much,2300,11,2023-11-20T00:00:00Z,Samantha Parker,schmidtkrystal@example.org,2805046212,"0827 Jill Cape Suite 299 Angieport, DC 15542",efectivo,Entregado,Producto defectuoso,78
28,Create,Susanton,Popular,800,11,2023-11-20T00:00:00Z,Lisa Stafford,ydavid@example.com,369.774.6572x373,"91315 Simpson Fork Apt. 336 South Mark, GA 64860",efectivo,En camino,Sin comentario,78
26,Choice,North Thomastown,Pay,700,30,2023-04-14T00:00:00Z,Juan Manning,harperdanielle@example.net,641-800-6599x2234,"848 Jimmy Hill Apt. 415 Stanleyside, MA 75473",tarjeta,Entregado,Producto defectuoso,43
26,Focus,Nguyenshire,Increase,2100,23,2023-09-01T00:00:00Z,Angela Taylor,wliu@example.net,557.193.8141,"29882 Stein Tunnel Apt. 468 Port Jacquelineville, HI 77063",tarjeta,En camino,Producto defectuoso,49
28,Just,North Thomastown,Say,1500,24,2022-12-04T00:00:00Z,Dr. Monica Woods,lweaver@example.org,001594337542187814,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,Entregado,Producto defectuoso,83
15,Kitchen,Port Alexachester,Leg,200,10,2023-11-20T00:00:00Z,Kelsey Lopez,dhuber@example.com,001594337542187814,"PSC 2182, Box 8243 APO AP 79039",tarjeta,Entregado,Sin comentario,55
6,Song,Lake Juan,Set,1300,29,2023-03-13T00:00:00Z,Karl Cardenas,estesjon@example.org,001419330387387349,"233 Peterson Canyon Tranmouth, ND 40770",efectivo,En camino,Producto defectuoso,42
26,Strategy,Trujillofort,Leader,300,22,2023-06-21T00:00:00Z,Angela Taylor,cwilliams@example.com,2805046212,"025 Billy RowLisaside, AR 96338",efectivo,Entregado,Producto defectuoso,54
21,Administration,South Thomas,Movement,700,18,2023-03-22T00:00:00Z,David Scott,sandersbeth@example.org,369.774.6572x373,"30768 Louis Mill Lake Carmen, LA 47934",efectivo,Entregado,Producto defectuoso,4
7,Education,Jessechester,Grow,800,24,2023-08-17T00:00:00Z,David Norton,rdaugherty@example.net,339100428204920,"2644 Gonzalez Mills Apt. 856 Port Frank, IN 25816",tarjeta,Entregado,Producto defectuoso,25
29,Create,West Charles,North,700,29,2023-08-27T00:00:00Z,carla Orozco,matthew29@example.com,0010962368217,"915 Mathis Camp Apt. 447 Thomastown, MS 44338",efectivo,En camino,Producto defectuoso,74
3,Owner,Kevinton,Exist,900,7,2023-03-13T00:00:00Z,david Norton,ydavid@example.com,6128211834900,"03346 Tony Spring Apt. 633 Ericberg, AK 73272",tarjeta,Entregado,Producto defectuoso,83
27,Base,Jessechester,Increase,300,11,2023-08-13T00:00:00Z,Roger Stephens,powersjimmy@example.org,4914742586,"4412 Lee Dam Apt. 872 Hunterbury, HI 03589",tarjeta,En camino,Producto defectuoso,12
28,Food,Lindaport,Industry,300,30,2023-01-04T00:00:00Z,Mark Mays,rbrown@example.org,848-723-3346,"769 Dickerson Drive Jasminemouth, HI 08895",tarjeta,Entregado,Producto defectuoso,36
23,Owner,Milesburgh,Group,300,21,2022-12-04T00:00:00Z,andrew Mitchell,hornebeth@example.com,110559261937727,"283 Cynthia Groves Apt. 671 Weavermouth, ID 06739",tarjeta,Entregado,Producto defectuoso,38
3,Involve,Port Kelly,Pay,1300,8,2023-10-15T00:00:00Z,Samantha Hodges,lharmon@example.net,641-800-6599x2234,"0262 Cheryl Union Sampsonfurt, ME 63401",tarjeta,En camino,Sin comentario,25
22,If,North Brittney,Finish,2400,9,2023-11-20T00:00:00Z,David Scott,matthew29@example.com,339100428204920,"769 Dickerson Drive Jasminemouth, HI 08895",efectivo,En camino,Producto defectuoso,49
